,price,address,price_address_concat,count_address,duplicate,county_1,manual_label
14071," €265,000.00 ","Kill, Kingstown, Kingstown, Co. Galway",,1,,Co. Galway,
14072," €135,000.00 ","no 9 Millpark Road, Enniscorthy, Co. Wexford",,1,,Co. Wexford,
14073," €4,750,000.00 ","Norwood, 44 Cowper Road, Rathmines, Dublin 6",,1,,Co. Dublin,
9962," €175,000.00 ","Tara Hill, Gorey, Co. Wexford","175000Tara Hill, Gorey, Co. Wexford",2,2,Co. Wexford,
3454," €399,000.00 ","The Cottage, Nurney Road, Monasterevin, Co. Kildare","399000The Cottage, Nurney Road, Monasterevin, Co. Kildare",2,2,Co. Kildare,
14078," €259,000.00 ","Apartment 27, Trinity Court, Co. Cork",,1,,Co. Cork,
14079," €30,000.00 ","Lenaboy, Clonbern, Co. Galway",,1,,Co. Galway,
14080," €699,950.00 ","Marrwins Bunglo, 5 Johnstown, Kilpedder, Co. Wicklow",,1,,Co. Wicklow,
14081," €220,000.00 ","Main Street, Askeaton, Co. Limerick","220000Main Street, Askeaton, Co. Limerick",3,1,Co. Limerick,
14082," €135,000.00 ","Prime c. 4.8 Acre Non Residential Holding at Ballyhire, Kilrane, Co. Wexford",,1,,Co. Wexford,
14083," €249,950.00 ","77 Hampton Wood Road, Finglas, Finglas, Dublin 11",,1,,Co. Dublin,
14084," €65,000.00 ","Devinstown, Lobinstown, Co. Meath",,1,,Co. Meath,
14085," €29,000.00 ","Crickamore, Burtonport, Co. Donegal","29000Crickamore, Burtonport, Co. Donegal",4,1,Co. Donegal,
14086," €160,000.00 ","Gola Island, Bunbeg, Co. Donegal","160000Gola Island, Bunbeg, Co. Donegal",2,1,Co. Donegal,
14087," €39,950.00 ","Fahy, Rhode, Co. Offaly",,1,,Co. Offaly,
14089," €75,000.00 ","Ballyargus, Redcastle, Co. Donegal",,1,,Co. Donegal,
14091," €175,000.00 ","Site At Rockchapel Lodge, Lott Lane, Kilcoole, Co. Wicklow",,1,,Co. Wicklow,
14092," €285,000.00 ","Sheil Avenue, Bundoran, Co. Donegal",,1,,Co. Donegal,
14093," €495,000.00 ","Windgates, Bray, Co. Wicklow",,1,,Co. Wicklow,
14094," €75,000.00 ","Ballindooley, Co. Galway",,1,,Co. Galway,
14097," €75,000.00 ","0.9 Acre Site at Trentagh, Letterkenny, Co. Donegal",,1,,Co. Donegal,
14098," €375,000.00 ","Chapel Glen, Clonmany, Co. Donegal","375000Chapel Glen, Clonmany, Co. Donegal",2,1,Co. Donegal,
14099," €105,000.00 ","Tree Rock, Knockshangan, Athboy, Co. Meath",,1,,Co. Meath,
14101," €120,000.00 ","Coolook Beg, Ballycanew, Co. Wexford",,1,,Co. Wexford,
14102," €25,000.00 ","Ballyhenry, Kilmaine, Co. Mayo",,1,,Co. Mayo,
14103," €59,000.00 ","Ardea, Ballinacarriga, Dunmanway, Co. Cork",,1,,Co. Cork,
14104," €295,000.00 ","Ballyhea, Dingle, Co. Kerry",,1,,Co. Kerry,
14105," €40,000.00 ","Cottage, Barnaderg, Tuam, Co. Galway",,1,,Co. Galway,
14106," €45,000.00 ","Imphrick, Charleville, Co. Cork",,1,,Co. Cork,
14107," €165,000.00 ","372 Market Mews, Maryborough Village, Portlaoise, Co. Laois",,1,,Co. Laois,
14108," €130,000.00 ","Ballynoe, Conna, Fermoy, Co. Cork",,1,,Co. Cork,
14109," €340,000.00 ","Ross East, Castlebar, Co. Mayo",,1,,Co. Mayo,
14111," €110,000.00 ","Tavraun, Kilkelly, Co. Mayo",,1,,Co. Mayo,
14115," €45,000.00 ","Dromig, Skibbereen, Co. Cork",,1,,Co. Cork,
14116," €245,000.00 ","Derrinturn, Derrinturn, Co. Kildare",,1,,Co. Kildare,
14117," €85,000.00 ","Pullagh,Kildangan, Athy, Co. Kildare",,1,,Co. Kildare,
14119," €110,000.00 ","Serviced Site No. 12, Ashford Pines, Cong, Co. Mayo",,1,,Co. Mayo,
14120," €600,000.00 ","Coumeenoole, Dingle, Co. Kerry",,1,,Co. Kerry,
14121," €280,000.00 ","Derrymore, Carrigans, Co. Donegal",,1,,Co. Donegal,
14122," €540,000.00 ","Derrycoosh, Castlebar, Co. Mayo","540000Derrycoosh, Castlebar, Co. Mayo",2,1,Co. Mayo,
14123," €55,000.00 ","Lackaghmore, Turloughmore, Co. Galway",,1,,Co. Galway,
14124," €90,000.00 ","Site at Boherard, Carrignavar, Co. Cork",,1,,Co. Cork,
7809," €399,000.00 ","The Cottage, Nurney Road, Monasterevin, Co. Kildare","399000The Cottage, Nurney Road, Monasterevin, Co. Kildare",2,2,Co. Kildare,
14126," €340,000.00 ","Coarha More, Valentia Island, Co. Kerry","340000Coarha More, Valentia Island, Co. Kerry",2,1,Co. Kerry,
14127," €250,000.00 ","Lacken, Kilkenny Road, Castlecomer, Co. Kilkenny",,1,,Co. Kilkenny,
14128," €295,000.00 ","10 CÃ³is Callow, Harbour Road, Banagher, Co. Offaly",,1,,Co. Offaly,
14130," €450,000.00 ","Site 7 Lakeview Hill, Bushy Park, Co. Galway",,1,,Co. Galway,
14131," €450,000.00 ","Site 3 Lakeview Hill, Bushy Park, Co. Galway",,1,,Co. Galway,
14132," €450,000.00 ","Site 11 Lakeview Hill, Bushy Park, Co. Galway",,1,,Co. Galway,
14133," €450,000.00 ","Site 6 Lakeview Hill, Bushy Park, Co. Galway",,1,,Co. Galway,
14134," €65,000.00 ","Dolans cross, Collon, Slane, Co. Meath",,1,,Co. Meath,
14135," €85,000.00 ","Broomfield Road, Collon, Slane, Co. Meath",,1,,Co. Meath,
14137," €65,000.00 ","Dooncastle, Westport, Co. Mayo",,1,,Co. Mayo,
14138," €35,000.00 ","Crumlin Bridge, Ballyglunin, Co. Galway",,1,,Co. Galway,
14139," €36,000.00 ","Crumlin Bridge, Tuam, Co. Galway",,1,,Co. Galway,
14140," €90,000.00 ","Dundrum, Co. Tipperary",,1,,Co. Tipperary,
14141," €120,000.00 ","Clann Bhriain, Ballynora, Waterfall, Co. Cork",,1,,Co. Cork,
14142," €179,950.00 ","Apartment 44, The Clarin, Athenry, Co. Galway",,1,,Co. Galway,
14143," €50,000.00 ","Gloves Middle, Athenry, Co. Galway",,1,,Co. Galway,
14144," €179,950.00 ","Apartment 33, The Clarin, Athenry, Co. Galway",,1,,Co. Galway,
14145," €179,950.00 ","Apartment 40, The Clarin, Athenry, Co. Galway",,1,,Co. Galway,
14146," €80,000.00 ","Skreeny, Manorhamilton, Co. Leitrim",,1,,Co. Leitrim,
14147," €199,950.00 ","Apartment 31, The Clarin, Athenry, Co. Galway",,1,,Co. Galway,
14148," €179,950.00 ","Apartment 28, The Clarin, Athenry, Co. Galway",,1,,Co. Galway,
14149," €179,950.00 ","Apartment 43, The Clarin, Athenry, Co. Galway",,1,,Co. Galway,
14150," €155,000.00 ","TASTY BOX, Main Street, Kiltimagh, Co. Mayo",,1,,Co. Mayo,
14151," €65,000.00 ","Tubrid Cross, Ardfert, Tralee, Co. Kerry",,1,,Co. Kerry,
14152," €45,000.00 ","Drumcavany, Churchill, Co. Donegal",,1,,Co. Donegal,
14153," €50,000.00 ","Liscarroll, Mallow, Co. Cork",,1,,Co. Cork,
14154," €85,000.00 ","Firville, Mallow, Co. Cork",,1,,Co. Cork,
14155," €950,000.00 ","Oysterbed Road, Sneem, Co. Kerry","950000Oysterbed Road, Sneem, Co. Kerry",2,1,Co. Kerry,
14156," €160,000.00 ","Mossfort, Belclare, Tuam, Co. Galway","160000Mossfort, Belclare, Tuam, Co. Galway",2,1,Co. Galway,
14157," €155,000.00 ","Mossfort, Belclare, Tuam, Co. Galway","155000Mossfort, Belclare, Tuam, Co. Galway",2,1,Co. Galway,
14158," €68,000.00 ","Bolacaheer, New Ross, Co. Wexford",,1,,Co. Wexford,
14159," €150,000.00 ","Kiltyhugh, Ballinamore, Co. Leitrim",,1,,Co. Leitrim,
14160," €25,000.00 ","Lehinch, Kilkerrin, Co. Galway",,1,,Co. Galway,
14161," €170,000.00 ","Bansha, Killorglin, Co. Kerry",,1,,Co. Kerry,
14162," €450,000.00 ","34 Saint Anthony's Crescent, Walkinstown, Greenhills, Dublin 12",,1,,Co. Dublin,
14163," €135,000.00 ","Caherbrian, Lough Cutra, Gort, Co. Galway",,1,,Co. Galway,
14164," €80,000.00 ","Kilcalf East, Tallow, Co. Waterford",,1,,Co. Waterford,
14165," €490,000.00 ","Blackbrink Lodge, Carrownamaddy, Athlone, Co. Roscommon",,1,,Co. Roscommon,
14166," €480,000.00 ","Turloughmore, Tubber, Co. Clare",,1,,Co. Clare,
14167," €85,000.00 ","Tullyclevaun, Dowra, Co. Leitrim",,1,,Co. Leitrim,
14168," €250,000.00 ","Bleachyard, Newport, Co. Mayo",,1,,Co. Mayo,
14169," €95,000.00 ","Large C. 3.76 Acre Resi. Site, The Heath, Thurles, Co. Tipperary",,1,,Co. Tipperary,
14170," €110,000.00 ","Site A, Saleen, Midleton, Co. Cork",,1,,Co. Cork,
14171," €35,000.00 ","Boliska Eighter, Spiddal, Co. Galway",,1,,Co. Galway,
14173," €120,000.00 ","Ready to Go Residential Site, Water Street, Castlepollard, Co. Westmeath",,1,,Co. Westmeath,
14174," €280,000.00 ","Meenlougher, Killygordon, Co. Donegal",,1,,Co. Donegal,
14175," €40,000.00 ","C.1 Acre Local Needs Site at Newcastle, Moynalty, Co. Meath",,1,,Co. Meath,
14176," €225,000.00 ","Church Road, Bantry, Co. Cork",,1,,Co. Cork,
14177," €400,000.00 ","Fintra Road, Killybegs, Co. Donegal",,1,,Co. Donegal,
14178," €90,000.00 ","Summerhill, Louth, Co. Louth",,1,,Co. Louth,
14179," €155,000.00 ","River Rock Cottage, Knockasarnet, Killarney, Co. Kerry",,1,,Co. Kerry,
14180," €40,000.00 ","Aille, Inverin, Aille, Co. Galway",,1,,Co. Galway,
14181," €40,000.00 ","Site B, Drumanoo, Killybegs, Co. Donegal",,1,,Co. Donegal,
14182," €40,000.00 ","Kilbeg, Claremorris, Co. Mayo","40000Kilbeg, Claremorris, Co. Mayo",2,1,Co. Mayo,
14184," €50,000.00 ","Barnaboy, Turloughmore, Co. Galway",,1,,Co. Galway,
14185," €180,000.00 ","15,21 & 21a Bridge Rd, Listowel, Co. Kerry",,1,,Co. Kerry,
14186," €126,000.00 ","23 & 23a Bridge Rd, Listowel, Co. Kerry",,1,,Co. Kerry,
5839," €185,000.00 ","The Gateway Cottage, Rocklow Road, Fethard, Co. Tipperary","185000The Gateway Cottage, Rocklow Road, Fethard, Co. Tipperary",2,2,Co. Tipperary,
14188," €35,000.00 ","Drumdrishaghaun, Belcarra, Co. Mayo",,1,,Co. Mayo,
14190," €60,000.00 ","Ballnabucky, Kilcolgan, Co. Galway",,1,,Co. Galway,
14191," €85,000.00 ","Main Street, Ballinamore, Co. Leitrim",,1,,Co. Leitrim,
14193," €45,000.00 ","Clonervy Poles, Cavan, Co. Cavan",,1,,Co. Cavan,
14195," €99,950.00 ","3 Clancool House, Bandon, Co. Cork",,1,,Co. Cork,
14196," €195,000.00 ","6 Rosduff, Rosmuc, Co. Galway",,1,,Co. Galway,
14197," €45,000.00 ","Cloonagro, Feakle, Co. Clare",,1,,Co. Clare,
14198," €35,000.00 ","Maghera, Feakle, Co. Clare",,1,,Co. Clare,
14199," €595,000.00 ","Ballybeag Ventry, Dingle, Co. Kerry",,1,,Co. Kerry,
14200," €850,000.00 ","Recent Build Country house on c.14acres, Glanworth near, Fermoy, Co. Cork",,1,,Co. Cork,
14201," €395,000.00 ","Station Road, Dunboyne, Co. Meath",,1,,Co. Meath,
14203," €1,500,000.00 ","Ferryview House & 9 Worlds End, Kinsale, Co. Cork",,1,,Co. Cork,
14204," €68,000.00 ","Ref 857 - Old Stone Farmhouse, Killurly, Ballinskelligs, Co. Kerry",,1,,Co. Kerry,
14205," €35,000.00 ","Cullionbouy, Barnesmore, Co. Donegal",,1,,Co. Donegal,
13191," €185,000.00 ","The Gateway Cottage, Rocklow Road, Fethard, Co. Tipperary","185000The Gateway Cottage, Rocklow Road, Fethard, Co. Tipperary",2,2,Co. Tipperary,
14207," €565,000.00 ","Cedar Lodge, Newtown Road, Co. Waterford",,1,,Co. Waterford,
14208," €50,000.00 ","Glenboy, Manorhamilton, Co. Leitrim",,1,,Co. Leitrim,
14210," €275,000.00 ","Woodlands House, Carrigbyrne, Co. Wexford",,1,,Co. Wexford,
14211," €80,000.00 ",".75 Acre Site, Monmore, Crossabeg, Co. Wexford",,1,,Co. Wexford,
14212," €340,000.00 ","Apartment 59, The Lighthouse, Church Road, East Wall, Dublin 3",,1,,Co. Dublin,
14215," €295,000.00 ","Moanvaun, Cappawhite, Co. Tipperary",,1,,Co. Tipperary,
14216," €198,000.00 ","The Old School, Aghatubrid, Cahersiveen, Co. Kerry",,1,,Co. Kerry,
14217," €20,000.00 ","Plot 6 Bantrach, Inverin, Co. Galway",,1,,Co. Galway,
4129," €395,000.00 ","The Nook, Rosemount Lane, Letterkenny, Co. Donegal","395000The Nook, Rosemount Lane, Letterkenny, Co. Donegal",2,2,Co. Donegal,
14219," €115,000.00 ","Baile Liam, Spiddal, Co. Galway",,1,,Co. Galway,
14220," €70,000.00 ","Ballycasey, Old Kildimo, Kildimo, Co. Limerick",,1,,Co. Limerick,
14221," €225,000.00 ","Mullanboy, Castlefin, Co. Donegal",,1,,Co. Donegal,
14222," €245,000.00 ","Main Street, Moate, Co. Westmeath",,1,,Co. Westmeath,
14224," €750,000.00 ","Valley View, Scartbarry, Watergrasshill, Co. Cork",,1,,Co. Cork,
14225," €299,000.00 ","85 Rosepark, Balrothery, Co. Dublin",,1,,Co. Dublin,
14226," €500,000.00 ","Main Street, Oughterard, Co. Galway",,1,,Co. Galway,
14227," €295,000.00 ","6 Rathmore Avenue, Tyrellstown, Tyrrelstown, Dublin 15",,1,,Co. Dublin,
14228," €35,000.00 ","Lawaus, Ballindine, Co. Mayo",,1,,Co. Mayo,
14229," 384,382 ","31 Clonallon Road, Warrenpoint, Co. Down",,1,,Co. Down,
14231," €65,000.00 ","Monksland, Carlingford, Co. Louth","65000Monksland, Carlingford, Co. Louth",2,1,Co. Louth,
12169," €395,000.00 ","The Nook, Rosemount Lane, Letterkenny, Co. Donegal","395000The Nook, Rosemount Lane, Letterkenny, Co. Donegal",2,2,Co. Donegal,
14233," €50,000.00 ","Cloonkeen, Leap, Co. Cork",,1,,Co. Cork,
14234," €79,000.00 ","Ballymaconna, Barefield, Ennis, Co. Clare",,1,,Co. Clare,
14235," €45,000.00 ","Kilcloony, Milltown, Co. Galway",,1,,Co. Galway,
14236," €390,000.00 ","52A Lambay View, Rush, Co. Dublin",,1,,Co. Dublin,
14237," €95,000.00 ","Apartment 12, River Garden, Abbeyfeale, Co. Limerick",,1,,Co. Limerick,
14238," €70,000.00 ","Knocknahur Sth, Ransboro, Co. Sligo",,1,,Co. Sligo,
14239," €790,000.00 ","Flemby, Ballymacelligott, Tralee, Co. Kerry",,1,,Co. Kerry,
14240," €425,000.00 ","St Finbarr's Park, The Lough, Co. Cork",,1,,Co. Cork,
14241," €100,000.00 ","Tullorum, Killarney, Co. Kerry",,1,,Co. Kerry,
14242," €168,000.00 ","Omard, Ballyheelan, Ballyheelan, Co. Cavan",,1,,Co. Cavan,
14243," €99,950.00 ","Irishtown, Mullingar, Co. Westmeath",,1,,Co. Westmeath,
14245," €25,000.00 ","Site B, Clintycro, Glencolmcille, Co. Donegal",,1,,Co. Donegal,
14246," €25,000.00 ","Site A, Clintycro, Glencolmcille, Co. Donegal",,1,,Co. Donegal,
14247," €55,000.00 ","Ballyara, Killybegs, Co. Donegal",,1,,Co. Donegal,
14248," €69,950.00 ","Derrybeg, Co Donegal, Derrybeg, Co. Donegal",,1,,Co. Donegal,
14249," €595,000.00 ","Binghamstown House, Binghamstown, Belmullet, Co. Mayo",,1,,Co. Mayo,
14250," €38,000.00 ","Main Street, Castlerea, Co. Roscommon","38000Main Street, Castlerea, Co. Roscommon",7,1,Co. Roscommon,
14252," €48,000.00 ","Strawhall, Fermoy, Co. Cork",,1,,Co. Cork,
14253," €22,000.00 ","Clooninisclin, Ballinlough, Co. Roscommon",,1,,Co. Roscommon,
14254," €49,500.00 ","20 Foildarrig Cottages, Castletownbere, Co. Cork",,1,,Co. Cork,
14256," €580,000.00 ","Iona, 34 Castle Road, Dundalk, Co. Louth",,1,,Co. Louth,
14257," €45,000.00 ","Shanid, Shanagolden, Co. Limerick",,1,,Co. Limerick,
14258," €79,500.00 ","Aughrim Hill, Aughrim, Ballinasloe, Co. Galway",,1,,Co. Galway,
14259," €55,000.00 ","Coolroe, Listry, Killarney, Co. Kerry",,1,,Co. Kerry,
14261," €165,000.00 ","Sraheens, Kiltimagh, Co. Mayo",,1,,Co. Mayo,
14262," €775,000.00 ","Mount Temple, Athlone, Co. Westmeath",,1,,Co. Westmeath,
14263," €65,000.00 ","Graignagower, Ballymacarbry, Co. Waterford","65000Graignagower, Ballymacarbry, Co. Waterford",2,1,Co. Waterford,
14264," €150,000.00 ","3A Moymews, Moyvale, Ballymahon, Co. Longford",,1,,Co. Longford,
14266," €59,000.00 ","Coralstown, Correllstown, Kinnegad, Co. Westmeath",,1,,Co. Westmeath,
14268," €150,000.00 ","Tinnahalla, Killorglin, Co. Kerry",,1,,Co. Kerry,
14269," €60,000.00 ","Callinafercy West, Milltown, Co. Kerry",,1,,Co. Kerry,
14270," €55,000.00 ","0.92 acre site at Barnaboy, Turloughmore, Co. Galway",,1,,Co. Galway,
14271," €30,000.00 ","Ballymahon, Barry, Co. Longford",,1,,Co. Longford,
14272," €47,500.00 ","Toneymore North, Abbeylara, Co. Longford",,1,,Co. Longford,
14273," €35,000.00 ","Bruff Cross, Aughamore, Ballyhaunis, Co. Mayo",,1,,Co. Mayo,
14274," €300,000.00 ","3, 4 and 5 Barnett Street, Athlone, Co. Westmeath",,1,,Co. Westmeath,
14275," €50,000.00 ","C. 0.75 Acre Site at The Meelaghans, Tullamore, Co. Offaly",,1,,Co. Offaly,
14276," €60,000.00 ","Site - Pollagh, Ballinderreen, Co. Galway",,1,,Co. Galway,
14277," €60,000.00 ","Site - Pollagh, Ballindereen, Kinvara, Co. Galway",,1,,Co. Galway,
14278," €350,000.00 ","Former Lake House Hotel, Inchigeelagh, Macroom, Co. Cork",,1,,Co. Cork,
14279," €160,000.00 ","Lower Faughart, Dundalk, Co. Louth",,1,,Co. Louth,
14280," €150,000.00 ","Forest Athy, Athy, Co. Kildare",,1,,Co. Kildare,
14281," €100,000.00 ","c4 acres Lacken, Oldleighlin, Co. Carlow",,1,,Co. Carlow,
14283," €120,000.00 ","Driseog, Golf Course Road, Letterkenny, Co. Donegal",,1,,Co. Donegal,
14284," €129,000.00 ","Barrack Street, Athea, Co. Limerick",,1,,Co. Limerick,
14286," €40,000.00 ","Rathruane, Bohola, Castlebar, Co. Mayo",,1,,Co. Mayo,
14287," €1,250,000.00 ","Walcot, Oxmantown Mall, Birr, Co. Offaly",,1,,Co. Offaly,
14290," €70,000.00 ","Killavallig, Kanturk, Co. Cork",,1,,Co. Cork,
14291," €99,000.00 ","Site No. 19, Golf View, Listowel, Co. Kerry",,1,,Co. Kerry,
14292," €349,950.00 ","38 Willow Grove, Clondalkin, Clondalkin, Dublin 22",,1,,Co. Dublin,
14293," €35,000.00 ","Ballymahon, Cloncullen, Co. Westmeath",,1,,Co. Westmeath,
14294," €165,000.00 ","Georges Park, Gortnahoe, Gortnahoo, Co. Tipperary",,1,,Co. Tipperary,
14295," €40,000.00 ","Muckanagh, Glenisland, Castlebar, Co. Mayo","40000Muckanagh, Glenisland, Castlebar, Co. Mayo",2,1,Co. Mayo,
14296," €25,000.00 ","Quinaltagh, Garrafrauns, Tuam, Co. Galway","25000Quinaltagh, Garrafrauns, Tuam, Co. Galway",2,1,Co. Galway,
14297," €49,000.00 ","Crickamore, Burtonport, Co. Donegal","49000Crickamore, Burtonport, Co. Donegal",4,1,Co. Donegal,
14298," €82,000.00 ","Carrowmore, Cratloe, Co. Clare","82000Carrowmore, Cratloe, Co. Clare",2,1,Co. Clare,
14299," €130,000.00 ","Sallahig, Waterville, Co. Kerry",,1,,Co. Kerry,
14300," €140,000.00 ","77 Springfield Court, Castlebar, Co. Mayo",,1,,Co. Mayo,
14301," €379,000.00 ","Bolinready, Ballycanew, Co. Wexford",,1,,Co. Wexford,
14302," €150,000.00 ","Moyglass, Fethard, Co. Tipperary","150000Moyglass, Fethard, Co. Tipperary",2,1,Co. Tipperary,
14303," €60,000.00 ","Site at Doon Glebe, Letterkenny, Co. Donegal",,1,,Co. Donegal,
14304," €45,000.00 ","Downing, Kilworth, Fermoy, Co. Cork",,1,,Co. Cork,
14305," €35,000.00 ","Derrylurgan, Ballyjamesduff, Co. Cavan",,1,,Co. Cavan,
14306," €169,000.00 ","113 Eastham Caravan Park, Eastham Road, Bettystown, Co. Meath",,1,,Co. Meath,
14307," €40,000.00 ","The Square, Adrigole, Co. Cork",,1,,Co. Cork,
14308," €29,000.00 ","Stragar, Killybegs, Co. Donegal",,1,,Co. Donegal,
14309," €425,000.00 ","Ballinagun East, Cree, Cree, Co. Clare",,1,,Co. Clare,
14311," 266,738 ","Exceptional Seafront Sites, Rostrevor Road, Warrenpoint, Warrenpoint, Co. Down",,1,,Co. Down,
14312," 127,836 ","Sites At Seafields, Warrenpoint, Co. Down",,1,,Co. Down,
14313," €395,000.00 ","122 Oakcourt Drive, Palmerstown, Palmerstown, Dublin 20",,1,,Co. Dublin,
14314," €60,000.00 ","Moanbaun, Athenry, Co. Galway",,1,,Co. Galway,
14316," €90,000.00 ","Curriclough, Bandon, Co. Cork",,1,,Co. Cork,
14317," €135,000.00 ","Darcys Cottage, Porridgetown, Oughterard, Co. Galway",,1,,Co. Galway,
14318," €100,000.00 ","Carrowmore, Strandhill, Co. Sligo",,1,,Co. Sligo,
14319," €89,000.00 ","Nooan, Inchiquin, Corofin, Co. Clare",,1,,Co. Clare,
14320," €65,000.00 ","Shanacloon, Beaufort, Co. Kerry",,1,,Co. Kerry,
14321," €143,000.00 ","4 Beenbane Cottages, Waterville, Co. Kerry",,1,,Co. Kerry,
14323," €185,000.00 ","1 Bishop's Gate Street, Mullingar, Co. Westmeath",,1,,Co. Westmeath,
14324," €37,500.00 ","Naughan, Belturbet, Co. Cavan",,1,,Co. Cavan,
14325," €69,500.00 ","Mooghaun, Newmarket on Fergus, Co. Clare",,1,,Co. Clare,
14327," €65,000.00 ","Keel, Beaufort, Co. Kerry",,1,,Co. Kerry,
14328," €275,000.00 ","Whortlewood, 12 Hazelwood Drive, Killarney, Co. Kerry",,1,,Co. Kerry,
14329," €45,000.00 ","Templetown, Fethard-On-Sea, Co. Wexford","45000Templetown, Fethard-On-Sea, Co. Wexford",2,1,Co. Wexford,
14332," €65,000.00 ","Ratheen, Kildinan, Co. Cork",,1,,Co. Cork,
14334," €590,000.00 ","Murrisk Pier, Westport, Co. Mayo",,1,,Co. Mayo,
14335," €82,000.00 ","Ballybroughan, Cratloe, Co. Clare",,1,,Co. Clare,
14336," €195,000.00 ","The Glenbrook Bar, Adrigole, Beara, Co. Cork",,1,,Co. Cork,
14337," €85,000.00 ","Ballyshannon, Kilcullen, Co. Kildare",,1,,Co. Kildare,
14339," €85,000.00 ","Crockaun, Suncroft, The Curragh, Co. Kildare",,1,,Co. Kildare,
14340," €45,000.00 ","Redhills Village, Redhills, Co. Cavan",,1,,Co. Cavan,
14341," €212,500.00 ","8 Marine Gates, Cobh, Co. Cork",,1,,Co. Cork,
14342," €65,000.00 ","Banemore, Broadford, Co. Limerick",,1,,Co. Limerick,
14343," €100,000.00 ","Site B, Rathduff, Grenagh, Co. Cork",,1,,Co. Cork,
14344," €80,000.00 ","Site C Rathduff, Grenagh, Co. Cork",,1,,Co. Cork,
14345," €35,000.00 ","Sites At Lios A Ghoirtin, Clones, Co. Monaghan",,1,,Co. Monaghan,
14346," €65,000.00 ","Kilcolman East, Rathkeale, Co. Limerick",,1,,Co. Limerick,
14347," €110,000.00 ","Ballypierce, Newcastle West, Co. Limerick",,1,,Co. Limerick,
14348," €175,000.00 ","1 Dublin Road, Castlepollard, Co. Westmeath",,1,,Co. Westmeath,
14349," €70,000.00 ","Duniry, Kylebrack, Co. Galway",,1,,Co. Galway,
14350," €1,950,000.00 ","8 Morehampton Road, Donnybrook, Dublin 4",,1,,Co. Dublin,
14351," €2,375,000.00 ","Kildarick, Old Rathmichael, Rathmichael, Co. Dublin",,1,,Co. Dublin,
14353," €240,000.00 ","37 Drumaconn, Cornamaddy, Athlone, Co. Westmeath",,1,,Co. Westmeath,
14354," €120,000.00 ","Ballyratten, Redcastle, Co. Donegal",,1,,Co. Donegal,
14355," €269,000.00 ","Trieneragh, Duagh, Listowel, Co. Kerry",,1,,Co. Kerry,
14356," €45,000.00 ","Renanairee, Macroom, Co. Cork",,1,,Co. Cork,
14358," €67,000.00 ","Ref 842 - Site at Drom, Glenbeigh, Co. Kerry",,1,,Co. Kerry,
5638," €395,000.00 ","The Old Academy, Bogganfin, Athlone, Co. Roscommon","395000The Old Academy, Bogganfin, Athlone, Co. Roscommon",3,3,Co. Roscommon,
14360," €127,000.00 ","Furnace, Lettermullan, Co. Galway",,1,,Co. Galway,
14362," €35,000.00 ","Site at Annaholty, Birdhill, Co. Tipperary",,1,,Co. Tipperary,
14363," €30,000.00 ","Glencollins Upper, Ballydesmond, Co. Cork",,1,,Co. Cork,
14364," €85,000.00 ","Ballyreidy, Watergrasshill, Co. Cork",,1,,Co. Cork,
14365," €195,000.00 ","Doonan Court, Donegal Town, Co. Donegal",,1,,Co. Donegal,
14366," €350,000.00 ","Illaucaum, Castlegregory, Co. Kerry",,1,,Co. Kerry,
14367," €75,000.00 ","Kells Road, Collon, Co. Louth",,1,,Co. Louth,
14368," €70,000.00 ","Galboley, Loughrea, Co. Galway",,1,,Co. Galway,
14369," €345,000.00 ","Cloughanelinehan, Cahersiveen, Co. Kerry",,1,,Co. Kerry,
14370," €235,000.00 ","The Village, Ballinagore, Mullingar, Co. Westmeath",,1,,Co. Westmeath,
14371," €235,000.00 ","The Village, Ballinagore, Co. Westmeath",,1,,Co. Westmeath,
14372," €35,000.00 ","Cloonshecahill, New Inn, Ballinasloe, Co. Galway",,1,,Co. Galway,
14373," €80,000.00 ","Dunmore, Carrigans, Co. Donegal",,1,,Co. Donegal,
14374," €80,000.00 ","Castletown Road, Newtownbalregan, Dundalk, Co. Louth",,1,,Co. Louth,
14375," €60,000.00 ","Rohan Road, Claddaghduff, Co. Galway",,1,,Co. Galway,
14376," €385,000.00 ","Ballydaniel, Lackaroe, Youghal, Co. Cork",,1,,Co. Cork,
14377," €150,000.00 ","Leitir, Kilmacrennan, Kilmacrenan, Co. Donegal",,1,,Co. Donegal,
14378," €99,499.00 ","The Hill, Ballymahon, Co. Longford","99499The Hill, Ballymahon, Co. Longford",3,1,Co. Longford,
14379," €129,000.00 ","No. 18 Fr Murphy Park, Enniscorthy, Co. Wexford",,1,,Co. Wexford,
14380," €120,000.00 ","Lissavoura, Rathduff, Grenagh, Co. Cork",,1,,Co. Cork,
14381," €170,000.00 ","Cnoc An Oir, Williamstown Road, Co. Waterford",,1,,Co. Waterford,
14383," €59,000.00 ","Benwee,Kilcummin, Carrowmore, Lackan, Ballina, Co. Mayo",,1,,Co. Mayo,
14384," €560,000.00 ","Turret Lodge, Bunratty, Co. Clare",,1,,Co. Clare,
14385," €80,000.00 ","Site at Horistown, Tankardstown, Slane, Rathkenny, Co. Meath",,1,,Co. Meath,
14386," €165,000.00 ","Sraheens, Balla, Co. Mayo",,1,,Co. Mayo,
14388," €85,000.00 ","Lahard, Whitegate, Co. Cork",,1,,Co. Cork,
